day | travel (h) | lunch (h) | total (h)
day 22: 3.03 (travel) + 1.00 (lunch) = 4.03 h
day 23: 3.31 (travel) + 1.00 (lunch) = 4.31 h
day 24: 4.27 (travel) + 1.00 (lunch) = 5.27 h
day 25: 4.93 (travel) + 1.00 (lunch) = 5.93 h
day 26: 4.90 (travel) + 1.00 (lunch) = 5.90 h
day 27: 3.99 (travel) + 1.00 (lunch) = 4.99 h
day 28: 3.59 (travel) + 1.00 (lunch) = 4.59 h
day 29: 3.33 (travel) + 1.00 (lunch) = 4.33 h
day 30: 3.63 (travel) + 1.00 (lunch) = 4.63 h
------------------------------------------
total absence: 148.68 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.49 (travel) + 1.00 (lunch) = 4.49 h
day 2: 3.75 (travel) + 1.00 (lunch) = 4.75 h
day 3: 4.45 (travel) + 1.00 (lunch) = 5.45 h
day 4: 4.99 (travel) + 1.00 (lunch) = 5.99 h
day 5: 4.65 (travel) + 1.00 (lunch) = 5.65 h
day 6: 4.32 (travel) + 1.00 (lunch) = 5.32 h
day 7: 3.06 (travel) + 1.00 (lunch) = 4.06 h
day 8: 3.08 (travel) + 1.00 (lunch) = 4.08 h
day 9: 4.87 (travel) + 1.00 (lunch) = 5.87 h
day 10: 3.01 (travel) + 1.00 (lunch) = 4.01 h
day 11: 4.39 (travel) + 1.00 (lunch) = 5.39 h
day 12: 4.82 (travel) + 1.00 (lunch) = 5.82 h
day 13: 3.05 (travel) + 1.00 (lunch) = 4.05 h
day 14: 4.95 (travel) + 1.00 (lunch) = 5.95 h
day 15: 4.98 (travel) + 1.00 (lunch) = 5.98 h
day 16: 3.82 (travel) + 1.00 (lunch) = 4.82 h
day 17: 4.21 (travel) + 1.00 (lunch) = 5.21 h
day 18: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 19: 4.56 (travel) + 1.00 (lunch) = 5.56 h
day 20: 4.75 (travel) + 1.00 (lunch) = 5.75 h
day 21: 3.73 (travel) + 1.00 (lunch) = 4.73 h
day 22: 4.33 (travel) + 1.00 (lunch) = 5.33 h
day 23: 4.68 (travel) + 1.00 (lunch) = 5.68 h
day 24: 4.99 (travel) + 1.00 (lunch) = 5.99 h
day 25: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 26: 3.93 (travel) + 1.00 (lunch) = 4.93 h
day 27: 3.95 (travel) + 1.00 (lunch) = 4.95 h
day 28: 3.64 (travel) + 1.00 (lunch) = 4.64 h
day 29: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 30: 3.74 (travel) + 1.00 (lunch) = 4.74 h
------------------------------------------
total absence: 154.86 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.93 (travel) + 1.00 (lunch) = 4.93 h
day 2: 4.44 (travel) + 1.00 (lunch) = 5.44 h
day 3: 3.54 (travel) + 1.00 (lunch) = 4.54 h
day 4: 3.50 (travel) + 1.00 (lunch) = 4.50 h
day 5: 3.68 (travel) + 1.00 (lunch) = 4.68 h
day 6: 3.88 (travel) + 1.00 (lunch) = 4.88 h
day 7: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 8: 3.27 (travel) + 1.00 (lunch) = 4.27 h
day 9: 4.61 (travel) + 1.00 (lunch) = 5.61 h
day 10: 3.35 (travel) + 1.00 (lunch) = 4.35 h
day 11: 3.69 (travel) + 1.00 (lunch) = 4.69 h
day 12: 4.90 (travel) + 1.00 (lunch) = 5.90 h
day 13: 4.96 (travel) + 1.00 (lunch) = 5.96 h
day 14: 4.58 (travel) + 1.00 (lunch) = 5.58 h
day 15: 4.92 (travel) + 1.00 (lunch) = 5.92 h
day 16: 4.80 (travel) + 1.00 (lunch) = 5.80 h
day 17: 4.19 (travel) + 1.00 (lunch) = 5.19 h
day 18: 3.81 (travel) + 1.00 (lunch) = 4.81 h
day 19: 3.67 (travel) + 1.00 (lunch) = 4.67 h
day 20: 3.26 (travel) + 1.00 (lunch) = 4.26 h
day 21: 4.24 (travel) + 1.00 (lunch) = 5.24 h
day 22: 3.21 (travel) + 1.00 (lunch) = 4.21 h
day 23: 4.98 (travel) + 1.00 (lunch) = 5.98 h
day 24: 3.36 (travel) + 1.00 (lunch) = 4.36 h
day 25: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 26: 4.92 (travel) + 1.00 (lunch) = 5.92 h
day 27: 3.69 (travel) + 1.00 (lunch) = 4.69 h
day 28: 3.73 (travel) + 1.00 (lunch) = 4.73 h
day 29: 3.84 (travel) + 1.00 (lunch) = 4.84 h
day 30: 3.01 (travel) + 1.00 (lunch) = 4.01 h
------------------------------------------
total absence: 151.72 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.41 (travel) + 1.00 (lunch) = 5.41 h
day 2: 4.92 (travel) + 1.00 (lunch) = 5.92 h
day 3: 3.86 (travel) + 1.00 (lunch) = 4.86 h
day 4: 3.76 (travel) + 1.00 (lunch) = 4.76 h
day 5: 3.04 (travel) + 1.00 (lunch) = 4.04 h
day 6: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 7: 3.64 (travel) + 1.00 (lunch) = 4.64 h
day 8: 4.09 (travel) + 1.00 (lunch) = 5.09 h
day 9: 4.53 (travel) + 1.00 (lunch) = 5.53 h
day 10: 4.20 (travel) + 1.00 (lunch) = 5.20 h
day 11: 3.76 (travel) + 1.00 (lunch) = 4.76 h
day 12: 4.95 (travel) + 1.00 (lunch) = 5.95 h
day 13: 4.81 (travel) + 1.00 (lunch) = 5.81 h
day 14: 3.65 (travel) + 1.00 (lunch) = 4.65 h
day 15: 4.46 (travel) + 1.00 (lunch) = 5.46 h
day 16: 3.37 (travel) + 1.00 (lunch) = 4.37 h
day 17: 4.05 (travel) + 1.00 (lunch) = 5.05 h
day 18: 3.34 (travel) + 1.00 (lunch) = 4.34 h
day 19: 3.43 (travel) + 1.00 (lunch) = 4.43 h
day 20: 3.04 (travel) + 1.00 (lunch) = 4.04 h
day 21: 3.98 (travel) + 1.00 (lunch) = 4.98 h
day 22: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 23: 4.90 (travel) + 1.00 (lunch) = 5.90 h
day 24: 4.21 (travel) + 1.00 (lunch) = 5.21 h
day 25: 3.19 (travel) + 1.00 (lunch) = 4.19 h
day 26: 4.93 (travel) + 1.00 (lunch) = 5.93 h
day 27: 3.18 (travel) + 1.00 (lunch) = 4.18 h
day 28: 3.20 (travel) + 1.00 (lunch) = 4.20 h
day 29: 4.60 (travel) + 1.00 (lunch) = 5.60 h
day 30: 4.12 (travel) + 1.00 (lunch) = 5.12 h
------------------------------------------
total absence: 148.43 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.29 (travel) + 1.00 (lunch) = 4.29 h
day 2: 3.61 (travel) + 1.00 (lunch) = 4.61 h
day 3: 4.59 (travel) + 1.00 (lunch) = 5.59 h
day 4: 4.26 (travel) + 1.00 (lunch) = 5.26 h
day 5: 3.36 (travel) + 1.00 (lunch) = 4.36 h
day 6: 4.53 (travel) + 1.00 (lunch) = 5.53 h
day 7: 3.73 (travel) + 1.00 (lunch) = 4.73 h
day 8: 4.71 (travel) + 1.00 (lunch) = 5.71 h
day 9: 3.34 (travel) + 1.00 (lunch) = 4.34 h
day 10: 4.85 (travel) + 1.00 (lunch) = 5.85 h
day 11: 4.14 (travel) + 1.00 (lunch) = 5.14 h
day 12: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 13: 4.77 (travel) + 1.00 (lunch) = 5.77 h
day 14: 4.95 (travel) + 1.00 (lunch) = 5.95 h
day 15: 3.66 (travel) + 1.00 (lunch) = 4.66 h
day 16: 4.10 (travel) + 1.00 (lunch) = 5.10 h
day 17: 3.74 (travel) + 1.00 (lunch) = 4.74 h
day 18: 4.51 (travel) + 1.00 (lunch) = 5.51 h
day 19: 4.91 (travel) + 1.00 (lunch) = 5.91 h
day 20: 3.19 (travel) + 1.00 (lunch) = 4.19 h
day 21: 3.24 (travel) + 1.00 (lunch) = 4.24 h
day 22: 3.01 (travel) + 1.00 (lunch) = 4.01 h
day 23: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 24: 4.75 (travel) + 1.00 (lunch) = 5.75 h
day 25: 4.19 (travel) + 1.00 (lunch) = 5.19 h
day 26: 3.96 (travel) + 1.00 (lunch) = 4.96 h
day 27: 3.07 (travel) + 1.00 (lunch) = 4.07 h
day 28: 4.02 (travel) + 1.00 (lunch) = 5.02 h
day 29: 4.45 (travel) + 1.00 (lunch) = 5.45 h
day 30: 4.75 (travel) + 1.00 (lunch) = 5.75 h
------------------------------------------
total absence: 152.92 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.42 (travel) + 1.00 (lunch) = 5.42 h
day 2: 3.78 (travel) + 1.00 (lunch) = 4.78 h
day 3: 3.48 (travel) + 1.00 (lunch) = 4.48 h
day 4: 4.92 (travel) + 1.00 (lunch) = 5.92 h
day 5: 3.05 (travel) + 1.00 (lunch) = 4.05 h
day 6: 4.76 (travel) + 1.00 (lunch) = 5.76 h
day 7: 3.49 (travel) + 1.00 (lunch) = 4.49 h
day 8: 4.64 (travel) + 1.00 (lunch) = 5.64 h
day 9: 4.14 (travel) + 1.00 (lunch) = 5.14 h
day 10: 4.97 (travel) + 1.00 (lunch) = 5.97 h
day 11: 3.97 (travel) + 1.00 (lunch) = 4.97 h
day 12: 4.73 (travel) + 1.00 (lunch) = 5.73 h
day 13: 3.48 (travel) + 1.00 (lunch) = 4.48 h
day 14: 4.92 (travel) + 1.00 (lunch) = 5.92 h
day 15: 4.62 (travel) + 1.00 (lunch) = 5.62 h
day 16: 4.53 (travel) + 1.00 (lunch) = 5.53 h
day 17: 4.09 (travel) + 1.00 (lunch) = 5.09 h
day 18: 3.84 (travel) + 1.00 (lunch) = 4.84 h
day 19: 3.99 (travel) + 1.00 (lunch) = 4.99 h
day 20: 3.29 (travel) + 1.00 (lunch) = 4.29 h
day 21: 3.77 (travel) + 1.00 (lunch) = 4.77 h
day 22: 3.97 (travel) + 1.00 (lunch) = 4.97 h
day 23: 3.02 (travel) + 1.00 (lunch) = 4.02 h
day 24: 4.60 (travel) + 1.00 (lunch) = 5.60 h
day 25: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 26: 4.26 (travel) + 1.00 (lunch) = 5.26 h
day 27: 4.01 (travel) + 1.00 (lunch) = 5.01 h
day 28: 5.00 (travel) + 1.00 (lunch) = 6.00 h
day 29: 4.87 (travel) + 1.00 (lunch) = 5.87 h
day 30: 3.86 (travel) + 1.00 (lunch) = 4.86 h
------------------------------------------
total absence: 154.81 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.66 (travel) + 1.00 (lunch) = 4.66 h
day 2: 3.26 (travel) + 1.00 (lunch) = 4.26 h
day 3: 4.02 (travel) + 1.00 (lunch) = 5.02 h
day 4: 4.68 (travel) + 1.00 (lunch) = 5.68 h
day 5: 3.00 (travel) + 1.00 (lunch) = 4.00 h
day 6: 4.83 (travel) + 1.00 (lunch) = 5.83 h
day 7: 4.64 (travel) + 1.00 (lunch) = 5.64 h
day 8: 3.20 (travel) + 1.00 (lunch) = 4.20 h
day 9: 4.61 (travel) + 1.00 (lunch) = 5.61 h
day 10: 4.58 (travel) + 1.00 (lunch) = 5.58 h
day 11: 3.42 (travel) + 1.00 (lunch) = 4.42 h
day 12: 4.65 (travel) + 1.00 (lunch) = 5.65 h
day 13: 3.47 (travel) + 1.00 (lunch) = 4.47 h
day 14: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 15: 3.87 (travel) + 1.00 (lunch) = 4.87 h
day 16: 3.34 (travel) + 1.00 (lunch) = 4.34 h
day 17: 4.63 (travel) + 1.00 (lunch) = 5.63 h
day 18: 4.05 (travel) + 1.00 (lunch) = 5.05 h
day 19: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 20: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 21: 4.31 (travel) + 1.00 (lunch) = 5.31 h
day 22: 4.09 (travel) + 1.00 (lunch) = 5.09 h
day 23: 4.63 (travel) + 1.00 (lunch) = 5.63 h
day 24: 4.31 (travel) + 1.00 (lunch) = 5.31 h
day 25: 4.77 (travel) + 1.00 (lunch) = 5.77 h
day 26: 3.79 (travel) + 1.00 (lunch) = 4.79 h
day 27: 4.70 (travel) + 1.00 (lunch) = 5.70 h
day 28: 4.59 (travel) + 1.00 (lunch) = 5.59 h
day 29: 3.61 (travel) + 1.00 (lunch) = 4.61 h
day 30: 4.94 (travel) + 1.00 (lunch) = 5.94 h
------------------------------------------
total absence: 153.67 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.78 (travel) + 1.00 (lunch) = 5.78 h
day 2: 4.46 (travel) + 1.00 (lunch) = 5.46 h
day 3: 4.59 (travel) + 1.00 (lunch) = 5.59 h
day 4: 4.88 (travel) + 1.00 (lunch) = 5.88 h
day 5: 3.15 (travel) + 1.00 (lunch) = 4.15 h
day 6: 4.18 (travel) + 1.00 (lunch) = 5.18 h
day 7: 3.37 (travel) + 1.00 (lunch) = 4.37 h
day 8: 4.05 (travel) + 1.00 (lunch) = 5.05 h
day 9: 4.07 (travel) + 1.00 (lunch) = 5.07 h
day 10: 3.45 (travel) + 1.00 (lunch) = 4.45 h
day 11: 3.35 (travel) + 1.00 (lunch) = 4.35 h
day 12: 3.24 (travel) + 1.00 (lunch) = 4.24 h
day 13: 4.88 (travel) + 1.00 (lunch) = 5.88 h
day 14: 3.36 (travel) + 1.00 (lunch) = 4.36 h
day 15: 3.45 (travel) + 1.00 (lunch) = 4.45 h
day 16: 4.00 (travel) + 1.00 (lunch) = 5.00 h
day 17: 3.06 (travel) + 1.00 (lunch) = 4.06 h
day 18: 4.08 (travel) + 1.00 (lunch) = 5.08 h
day 19: 3.89 (travel) + 1.00 (lunch) = 4.89 h
day 20: 3.70 (travel) + 1.00 (lunch) = 4.70 h
day 21: 4.65 (travel) + 1.00 (lunch) = 5.65 h
day 22: 4.80 (travel) + 1.00 (lunch) = 5.80 h
day 23: 3.08 (travel) + 1.00 (lunch) = 4.08 h
day 24: 3.84 (travel) + 1.00 (lunch) = 4.84 h
day 25: 4.06 (travel) + 1.00 (lunch) = 5.06 h
day 26: 4.81 (travel) + 1.00 (lunch) = 5.81 h
day 27: 3.33 (travel) + 1.00 (lunch) = 4.33 h
day 28: 3.52 (travel) + 1.00 (lunch) = 4.52 h
day 29: 3.63 (travel) + 1.00 (lunch) = 4.63 h
day 30: 4.69 (travel) + 1.00 (lunch) = 5.69 h
------------------------------------------
total absence: 148.39 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.44 (travel) + 1.00 (lunch) = 5.44 h
day 2: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 3: 3.49 (travel) + 1.00 (lunch) = 4.49 h
day 4: 4.11 (travel) + 1.00 (lunch) = 5.11 h
day 5: 4.71 (travel) + 1.00 (lunch) = 5.71 h
day 6: 4.49 (travel) + 1.00 (lunch) = 5.49 h
day 7: 3.75 (travel) + 1.00 (lunch) = 4.75 h
day 8: 3.47 (travel) + 1.00 (lunch) = 4.47 h
day 9: 3.88 (travel) + 1.00 (lunch) = 4.88 h
day 10: 4.77 (travel) + 1.00 (lunch) = 5.77 h
day 11: 4.40 (travel) + 1.00 (lunch) = 5.40 h
day 12: 3.15 (travel) + 1.00 (lunch) = 4.15 h
day 13: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 14: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 15: 3.65 (travel) + 1.00 (lunch) = 4.65 h
day 16: 4.01 (travel) + 1.00 (lunch) = 5.01 h
day 17: 4.08 (travel) + 1.00 (lunch) = 5.08 h
day 18: 3.67 (travel) + 1.00 (lunch) = 4.67 h
day 19: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 20: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 21: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 22: 4.40 (travel) + 1.00 (lunch) = 5.40 h
day 23: 3.05 (travel) + 1.00 (lunch) = 4.05 h
day 24: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 25: 4.90 (travel) + 1.00 (lunch) = 5.90 h
day 26: 4.28 (travel) + 1.00 (lunch) = 5.28 h
day 27: 4.61 (travel) + 1.00 (lunch) = 5.61 h
day 28: 4.38 (travel) + 1.00 (lunch) = 5.38 h
day 29: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 30: 4.92 (travel) + 1.00 (lunch) = 5.92 h
------------------------------------------
total absence: 156.21 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.39 (travel) + 1.00 (lunch) = 5.39 h
day 2: 3.07 (travel) + 1.00 (lunch) = 4.07 h
day 3: 4.75 (travel) + 1.00 (lunch) = 5.75 h
day 4: 3.15 (travel) + 1.00 (lunch) = 4.15 h
day 5: 4.98 (travel) + 1.00 (lunch) = 5.98 h
day 6: 4.90 (travel) + 1.00 (lunch) = 5.90 h
day 7: 4.58 (travel) + 1.00 (lunch) = 5.58 h
day 8: 4.44 (travel) + 1.00 (lunch) = 5.44 h
day 9: 3.58 (travel) + 1.00 (lunch) = 4.58 h
day 10: 4.74 (travel) + 1.00 (lunch) = 5.74 h
day 11: 5.00 (travel) + 1.00 (lunch) = 6.00 h
day 12: 3.77 (travel) + 1.00 (lunch) = 4.77 h
day 13: 4.52 (travel) + 1.00 (lunch) = 5.52 h
day 14: 3.67 (travel) + 1.00 (lunch) = 4.67 h
day 15: 3.90 (travel) + 1.00 (lunch) = 4.90 h
day 16: 3.53 (travel) + 1.00 (lunch) = 4.53 h
day 17: 4.57 (travel) + 1.00 (lunch) = 5.57 h
day 18: 3.26 (travel) + 1.00 (lunch) = 4.26 h
day 19: 4.82 (travel) + 1.00 (lunch) = 5.82 h
day 20: 4.56 (travel) + 1.00 (lunch) = 5.56 h
day 21: 3.25 (travel) + 1.00 (lunch) = 4.25 h
day 22: 3.24 (travel) + 1.00 (lunch) = 4.24 h
day 23: 3.80 (travel) + 1.00 (lunch) = 4.80 h
day 24: 3.92 (travel) + 1.00 (lunch) = 4.92 h
day 25: 3.36 (travel) + 1.00 (lunch) = 4.36 h
day 26: 3.71 (travel) + 1.00 (lunch) = 4.71 h
day 27: 4.81 (travel) + 1.00 (lunch) = 5.81 h
day 28: 4.00 (travel) + 1.00 (lunch) = 5.00 h
day 29: 3.85 (travel) + 1.00 (lunch) = 4.85 h
day 30: 4.93 (travel) + 1.00 (lunch) = 5.93 h
------------------------------------------
total absence: 153.07 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.81 (travel) + 1.00 (lunch) = 4.81 h
day 2: 4.31 (travel) + 1.00 (lunch) = 5.31 h
day 3: 3.78 (travel) + 1.00 (lunch) = 4.78 h
day 4: 4.18 (travel) + 1.00 (lunch) = 5.18 h
day 5: 4.64 (travel) + 1.00 (lunch) = 5.64 h
day 6: 3.01 (travel) + 1.00 (lunch) = 4.01 h
day 7: 3.06 (travel) + 1.00 (lunch) = 4.06 h
day 8: 3.90 (travel) + 1.00 (lunch) = 4.90 h
day 9: 3.84 (travel) + 1.00 (lunch) = 4.84 h
day 10: 4.17 (travel) + 1.00 (lunch) = 5.17 h
day 11: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 12: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 13: 3.52 (travel) + 1.00 (lunch) = 4.52 h
day 14: 3.40 (travel) + 1.00 (lunch) = 4.40 h
day 15: 4.87 (travel) + 1.00 (lunch) = 5.87 h
day 16: 4.76 (travel) + 1.00 (lunch) = 5.76 h
day 17: 3.39 (travel) + 1.00 (lunch) = 4.39 h
day 18: 4.51 (travel) + 1.00 (lunch) = 5.51 h
day 19: 3.98 (travel) + 1.00 (lunch) = 4.98 h
day 20: 4.87 (travel) + 1.00 (lunch) = 5.87 h
day 21: 3.29 (travel) + 1.00 (lunch) = 4.29 h
day 22: 4.49 (travel) + 1.00 (lunch) = 5.49 h
day 23: 4.71 (travel) + 1.00 (lunch) = 5.71 h
day 24: 3.76 (travel) + 1.00 (lunch) = 4.76 h
day 25: 4.23 (travel) + 1.00 (lunch) = 5.23 h
day 26: 4.09 (travel) + 1.00 (lunch) = 5.09 h
day 27: 3.65 (travel) + 1.00 (lunch) = 4.65 h
day 28: 3.41 (travel) + 1.00 (lunch) = 4.41 h
day 29: 4.68 (travel) + 1.00 (lunch) = 5.68 h
day 30: 4.10 (travel) + 1.00 (lunch) = 5.10 h
------------------------------------------
total absence: 152.26 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 3.94 (travel) + 1.00 (lunch) = 4.94 h
day 2: 3.03 (travel) + 1.00 (lunch) = 4.03 h
day 3: 4.70 (travel) + 1.00 (lunch) = 5.70 h
day 4: 4.03 (travel) + 1.00 (lunch) = 5.03 h
day 5: 4.34 (travel) + 1.00 (lunch) = 5.34 h
day 6: 4.18 (travel) + 1.00 (lunch) = 5.18 h
day 7: 4.15 (travel) + 1.00 (lunch) = 5.15 h
day 8: 3.80 (travel) + 1.00 (lunch) = 4.80 h
day 9: 4.38 (travel) + 1.00 (lunch) = 5.38 h
day 10: 4.00 (travel) + 1.00 (lunch) = 5.00 h
day 11: 4.74 (travel) + 1.00 (lunch) = 5.74 h
day 12: 3.81 (travel) + 1.00 (lunch) = 4.81 h
day 13: 4.28 (travel) + 1.00 (lunch) = 5.28 h
day 14: 3.59 (travel) + 1.00 (lunch) = 4.59 h
day 15: 3.34 (travel) + 1.00 (lunch) = 4.34 h
day 16: 4.26 (travel) + 1.00 (lunch) = 5.26 h
day 17: 3.26 (travel) + 1.00 (lunch) = 4.26 h
day 18: 4.50 (travel) + 1.00 (lunch) = 5.50 h
day 19: 3.19 (travel) + 1.00 (lunch) = 4.19 h
day 20: 3.71 (travel) + 1.00 (lunch) = 4.71 h
day 21: 3.79 (travel) + 1.00 (lunch) = 4.79 h
day 22: 3.80 (travel) + 1.00 (lunch) = 4.80 h
day 23: 3.04 (travel) + 1.00 (lunch) = 4.04 h
day 24: 4.57 (travel) + 1.00 (lunch) = 5.57 h
day 25: 4.60 (travel) + 1.00 (lunch) = 5.60 h
day 26: 4.29 (travel) + 1.00 (lunch) = 5.29 h
day 27: 3.96 (travel) + 1.00 (lunch) = 4.96 h
day 28: 4.19 (travel) + 1.00 (lunch) = 5.19 h
day 29: 4.47 (travel) + 1.00 (lunch) = 5.47 h
day 30: 3.99 (travel) + 1.00 (lunch) = 4.99 h
------------------------------------------
total absence: 149.92 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.07 (travel) + 1.00 (lunch) = 5.07 h
day 2: 4.35 (travel) + 1.00 (lunch) = 5.35 h
day 3: 4.94 (travel) + 1.00 (lunch) = 5.94 h
day 4: 4.60 (travel) + 1.00 (lunch) = 5.60 h
day 5: 3.57 (travel) + 1.00 (lunch) = 4.57 h
day 6: 4.52 (travel) + 1.00 (lunch) = 5.52 h
day 7: 4.19 (travel) + 1.00 (lunch) = 5.19 h
day 8: 3.52 (travel) + 1.00 (lunch) = 4.52 h
day 9: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 10: 3.31 (travel) + 1.00 (lunch) = 4.31 h
day 11: 3.52 (travel) + 1.00 (lunch) = 4.52 h
day 12: 3.49 (travel) + 1.00 (lunch) = 4.49 h
day 13: 3.53 (travel) + 1.00 (lunch) = 4.53 h
day 14: 4.32 (travel) + 1.00 (lunch) = 5.32 h
day 15: 4.46 (travel) + 1.00 (lunch) = 5.46 h
day 16: 3.55 (travel) + 1.00 (lunch) = 4.55 h
day 17: 3.61 (travel) + 1.00 (lunch) = 4.61 h
day 18: 4.86 (travel) + 1.00 (lunch) = 5.86 h
day 19: 4.97 (travel) + 1.00 (lunch) = 5.97 h
day 20: 3.20 (travel) + 1.00 (lunch) = 4.20 h
day 21: 4.89 (travel) + 1.00 (lunch) = 5.89 h
day 22: 3.92 (travel) + 1.00 (lunch) = 4.92 h
day 23: 4.15 (travel) + 1.00 (lunch) = 5.15 h
day 24: 3.73 (travel) + 1.00 (lunch) = 4.73 h
day 25: 4.66 (travel) + 1.00 (lunch) = 5.66 h
day 26: 3.97 (travel) + 1.00 (lunch) = 4.97 h
day 27: 4.55 (travel) + 1.00 (lunch) = 5.55 h
day 28: 3.66 (travel) + 1.00 (lunch) = 4.66 h
day 29: 3.93 (travel) + 1.00 (lunch) = 4.93 h
day 30: 3.03 (travel) + 1.00 (lunch) = 4.03 h
------------------------------------------
total absence: 151.37 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.68 (travel) + 1.00 (lunch) = 5.68 h
day 2: 4.29 (travel) + 1.00 (lunch) = 5.29 h
day 3: 3.64 (travel) + 1.00 (lunch) = 4.64 h
day 4: 4.43 (travel) + 1.00 (lunch) = 5.43 h
day 5: 3.69 (travel) + 1.00 (lunch) = 4.69 h
day 6: 4.48 (travel) + 1.00 (lunch) = 5.48 h
day 7: 4.04 (travel) + 1.00 (lunch) = 5.04 h
day 8: 4.54 (travel) + 1.00 (lunch) = 5.54 h
day 9: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 10: 4.31 (travel) + 1.00 (lunch) = 5.31 h
day 11: 4.97 (travel) + 1.00 (lunch) = 5.97 h
day 12: 3.09 (travel) + 1.00 (lunch) = 4.09 h
day 13: 3.54 (travel) + 1.00 (lunch) = 4.54 h
day 14: 3.19 (travel) + 1.00 (lunch) = 4.19 h
day 15: 4.75 (travel) + 1.00 (lunch) = 5.75 h
day 16: 3.90 (travel) + 1.00 (lunch) = 4.90 h
day 17: 4.62 (travel) + 1.00 (lunch) = 5.62 h
day 18: 4.54 (travel) + 1.00 (lunch) = 5.54 h
day 19: 4.65 (travel) + 1.00 (lunch) = 5.65 h
day 20: 3.82 (travel) + 1.00 (lunch) = 4.82 h
day 21: 4.25 (travel) + 1.00 (lunch) = 5.25 h
day 22: 4.30 (travel) + 1.00 (lunch) = 5.30 h
day 23: 4.70 (travel) + 1.00 (lunch) = 5.70 h
day 24: 4.27 (travel) + 1.00 (lunch) = 5.27 h
day 25: 3.35 (travel) + 1.00 (lunch) = 4.35 h
day 26: 3.77 (travel) + 1.00 (lunch) = 4.77 h
day 27: 3.83 (travel) + 1.00 (lunch) = 4.83 h
day 28: 4.50 (travel) + 1.00 (lunch) = 5.50 h
day 29: 3.59 (travel) + 1.00 (lunch) = 4.59 h
day 30: 3.09 (travel) + 1.00 (lunch) = 4.09 h
------------------------------------------
total absence: 152.65 hours
day | travel (h) | lunch (h) | total (h)
------------------------------------------
day 1: 4.66 (travel) + 1.00 (lunch) = 5.66 h
day 2: 3.82 (travel) + 1.00 (lunch) = 4.82 h
day 3: 3.64 (travel) + 1.00 (lunch) = 4.64 h
day 4: 4.79 (travel) + 1.00 (lunch) = 5.79 h
day 5: 4.63 (travel) + 1.00 (lunch) = 5.63 h
day 6: 4.69 (travel) + 1.00 (lunch) = 5.69 h
day 7: 4.16 (travel) + 1.00 (lunch) = 5.16 h
day 8: 3.05 (travel) + 1.00 (lunch) = 4.05 h
day 9: 4.27 (travel) + 1.00 (lunch) = 5.27 h
day 10: 3.67 (travel) + 1.00 (lunch) = 4.67 h
day 11: 3.52 (travel) + 1.00 (lunch) = 4.52 h
day 12: 3.29 (travel) + 1.00 (lunch) = 4.29 h
day 13: 3.93 (travel) + 1.00 (lunch) = 4.93 h
day 14: 4.39 (travel) + 1.00 (lunch) = 5.39 h
day 15: 3.82 (travel) + 1.00 (lunch) = 4.82 h
day 16: 3.46 (travel) + 1.00 (lunch) = 4.46 h
